"Name","STDOFF","Rule","Format","Year","Month","Day","Time","Comment"
"Asia/Colombo","5:19:32","-","MMT","1906",,,,"Moratuwa Mean Time"
"Asia/Colombo","5:30","-","+0530","1942","Jan","5",,""
"Asia/Colombo","5:30","0:30","+06","1942","Sep",,,""
"Asia/Colombo","5:30","1:00","+0630","1945","Oct","16","2:00",""
"Asia/Colombo","5:30","-","+0530","1996","May","25","0:00",""
"Asia/Colombo","6:30","-","+0630","1996","Oct","26","0:30",""
"Asia/Colombo","6:00","-","+06","2006","Apr","15","0:30",""
"Asia/Colombo","5:30","-","+0530",,,,,""
"Asia/Damascus","2:25:12","-","LMT","1920",,,,"Dimashq"
"Asia/Damascus","2:00","Syria","EE%sT","2022","Oct","28","0:00",""
"Asia/Damascus","3:00","-","+03",,,,,""
"Asia/Dushanbe","4:35:12","-","LMT","1924","May","2",,""
"Asia/Dushanbe","5:00","-","+05","1930","Jun","21",,""
"Asia/Dushanbe","6:00","RussiaAsia","+06/+07","1991","Mar","31","2:00s",""
"Asia/Dushanbe","5:00","1:00","+06","1991","Sep","9","2:00s",""
"Asia/Dushanbe","5:00","-","+05",,,,,""
"Asia/Bangkok","6:42:04","-","LMT","1880",,,,""
"Asia/Bangkok","6:42:04","-","BMT","1920","Apr",,,"Bangkok Mean Time"
"Asia/Bangkok","7:00","-","+07",,,,,""
"Asia/Ashgabat","3:53:32","-","LMT","1924","May","2",,"or Ashkhabad"
"Asia/Ashgabat","4:00","-","+04","1930","Jun","21",,""
"Asia/Ashgabat","5:00","RussiaAsia","+05/+06","1991","Mar","31","2:00",""
"Asia/Ashgabat","4:00","RussiaAsia","+04/+05","1992","Jan","19","2:00",""
"Asia/Ashgabat","5:00","-","+05",,,,,""
"Asia/Dubai","3:41:12","-","LMT","1920",,,,""
"Asia/Dubai","4:00","-","+04",,,,,""
"Asia/Samarkand","4:27:53","-","LMT","1924","May","2",,""
"Asia/Samarkand","4:00","-","+04","1930","Jun","21",,""
"Asia/Samarkand","5:00","-","+05","1981","Apr","1",,""
"Asia/Samarkand","5:00","1:00","+06","1981","Oct","1",,""
"Asia/Samarkand","6:00","-","+06","1982","Apr","1",,""
"Asia/Samarkand","5:00","RussiaAsia","+05/+06","1992",,,,""
"Asia/Samarkand","5:00","-","+05",,,,,""
"Asia/Tashkent","4:37:11","-","LMT","1924","May","2",,""
"Asia/Tashkent","5:00","-","+05","1930","Jun","21",,""
"Asia/Tashkent","6:00","RussiaAsia","+06/+07","1991","Mar","31","2:00",""
"Asia/Tashkent","5:00","RussiaAsia","+05/+06","1992",,,,""
"Asia/Tashkent","5:00","-","+05",,,,,""
"Asia/Ho_Chi_Minh","7:06:30","-","LMT","1906","Jul","1",,""
"Asia/Ho_Chi_Minh","7:06:30","-","PLMT","1911","May","1",,"Ph?? Li???n MT"
"Asia/Ho_Chi_Minh","7:00","-","+07","1942","Dec","31","23:00",""
"Asia/Ho_Chi_Minh","8:00","-","+08","1945","Mar","14","23:00",""
"Asia/Ho_Chi_Minh","9:00","-","+09","1945","Sep","1","24:00",""
"Asia/Ho_Chi_Minh","7:00","-","+07","1947","Apr","1",,""
"Asia/Ho_Chi_Minh","8:00","-","+08","1955","Jul","1","01:00",""
"Asia/Ho_Chi_Minh","7:00","-","+07","1959","Dec","31","23:00",""
"Asia/Ho_Chi_Minh","8:00","-","+08","1975","Jun","13",,""
"Asia/Ho_Chi_Minh","7:00","-","+07",,,,,""
"Australia/Darwin","8:43:20","-","LMT","1895","Feb",,,""
"Australia/Darwin","9:00","-","ACST","1899","May",,,""
"Australia/Darwin","9:30","Aus","AC%sT",,,,,""
"Australia/Perth","7:43:24","-","LMT","1895","Dec",,,""
"Australia/Perth","8:00","Aus","AW%sT","1943","Jul",,,""
"Australia/Perth","8:00","AW","AW%sT",,,,,""
"Australia/Eucla","8:35:28","-","LMT","1895","Dec",,,""
"Australia/Eucla","8:45","Aus","+0845/+0945","1943","Jul",,,""
"Australia/Eucla","8:45","AW","+0845/+0945",,,,,""
"Australia/Brisbane","10:12:08","-","LMT","1895",,,,""
"Australia/Brisbane","10:00","Aus","AE%sT","1971",,,,""
"Australia/Brisbane","10:00","AQ","AE%sT",,,,,""
"Australia/Lindeman","9:55:56","-","LMT","1895",,,,""
"Australia/Lindeman","10:00","Aus","AE%sT","1971",,,,""
"Australia/Lindeman","10:00","AQ","AE%sT","1992","Jul",,,""
"Australia/Lindeman","10:00","Holiday","AE%sT",,,,,""
"Australia/Adelaide","9:14:20","-","LMT","1895","Feb",,,""
"Australia/Adelaide","9:00","-","ACST","1899","May",,,""
"Australia/Adelaide","9:30","Aus","AC%sT","1971",,,,""
"Australia/Adelaide","9:30","AS","AC%sT",,,,,""
"Australia/Hobart","9:49:16","-","LMT","1895","Sep",,,""
"Australia/Hobart","10:00","AT","AE%sT","1919","Oct","24",,""
"Australia/Hobart","10:00","Aus","AE%sT","1967",,,,""
"Australia/Hobart","10:00","AT","AE%sT",,,,,""
"Australia/Melbourne","9:39:52","-","LMT","1895","Feb",,,""
"Australia/Melbourne","10:00","Aus","AE%sT","1971",,,,""
"Australia/Melbourne","10:00","AV","AE%sT",,,,,""
"Australia/Sydney","10:04:52","-","LMT","1895","Feb",,,""
"Australia/Sydney","10:00","Aus","AE%sT","1971",,,,""
"Australia/Sydney","10:00","AN","AE%sT",,,,,""
"Australia/Broken_Hill","9:25:48","-","LMT","1895","Feb",,,""
"Australia/Broken_Hill","10:00","-","AEST","1896","Aug","23",,""
"Australia/Broken_Hill","9:00","-","ACST","1899","May",,,""
"Australia/Broken_Hill","9:30","Aus","AC%sT","1971",,,,""
"Australia/Broken_Hill","9:30","AN","AC%sT","2000",,,,""
"Australia/Broken_Hill","9:30","AS","AC%sT",,,,,""
"Australia/Lord_Howe","10:36:20","-","LMT","1895","Feb",,,""
"Australia/Lord_Howe","10:00","-","AEST","1981","Mar",,,""
"Australia/Lord_Howe","10:30","LH","+1030/+1130","1985","Jul",,,""
"Australia/Lord_Howe","10:30","LH","+1030/+11",,,,,""
"Antarctica/Macquarie","0","-","-00","1899","Nov",,,""
"Antarctica/Macquarie","10:00","-","AEST","1916","Oct","1","2:00",""
"Antarctica/Macquarie","10:00","1:00","AEDT","1917","Feb",,,""
"Antarctica/Macquarie","10:00","Aus","AE%sT","1919","Apr","1","0:00s",""
"Antarctica/Macquarie","0","-","-00","1948","Mar","25",,""
"Antarctica/Macquarie","10:00","Aus","AE%sT","1967",,,,""
"Antarctica/Macquarie","10:00","AT","AE%sT","2010",,,,""
"Antarctica/Macquarie","10:00","1:00","AEDT","2011",,,,""
"Antarctica/Macquarie","10:00","AT","AE%sT",,,,,""
"Pacific/Fiji","11:55:44","-","LMT","1915","Oct","26",,"Suva"
"Pacific/Fiji","12:00","Fiji","+12/+13",,,,,""
"Pacific/Gambier","-8:59:48","-","LMT","1912","Oct","1",,"Rikitea"
"Pacific/Gambier","-9:00","-","-09",,,,,""
"Pacific/Marquesas","-9:18:00","-","LMT","1912","Oct","1",,""
"Pacific/Marquesas","-9:30","-","-0930",,,,,""
"Pacific/Tahiti","-9:58:16","-","LMT","1912","Oct","1",,"Papeete"
"Pacific/Tahiti","-10:00","-","-10",,,,,""
"Pacific/Guam","-14:21:00","-","LMT","1844","Dec","31",,""
"Pacific/Guam","9:39:00","-","LMT","1901",,,,"Agana"
"Pacific/Guam","10:00","-","GST","1941","Dec","10",,"Guam"
"Pacific/Guam","9:00","-","+09","1944","Jul","31",,""
"Pacific/Guam","10:00","Guam","G%sT","2000","Dec","23",,""
"Pacific/Guam","10:00","-","ChST",,,,,"Chamorro Standard Time"
"Pacific/Tarawa","11:32:04","-","LMT","1901",,,,"Bairiki"
"Pacific/Tarawa","12:00","-","+12",,,,,""
"Pacific/Kanton","0","-","-00","1937","Aug","31",,""
"Pacific/Kanton","-12:00","-","-12","1979","Oct",,,""
"Pacific/Kanton","-11:00","-","-11","1994","Dec","31",,""
"Pacific/Kanton","13:00","-","+13",,,,,""
"Pacific/Kiritimati","-10:29:20","-","LMT","1901",,,,""
"Pacific/Kiritimati","-10:40","-","-1040","1979","Oct",,,""
"Pacific/Kiritimati","-10:00","-","-10","1994","Dec","31",,""
"Pacific/Kiritimati","14:00","-","+14",,,,,""
"Pacific/Kwajalein","11:09:20","-","LMT","1901",,,,""
"Pacific/Kwajalein","11:00","-","+11","1937",,,,""
"Pacific/Kwajalein","10:00","-","+10","1941","Apr","1",,""
"Pacific/Kwajalein","9:00","-","+09","1944","Feb","6",,""
"Pacific/Kwajalein","11:00","-","+11","1969","Oct",,,""
"Pacific/Kwajalein","-12:00","-","-12","1993","Aug","20","24:00",""
"Pacific/Kwajalein","12:00","-","+12",,,,,""
"Pacific/Kosrae","-13:08:04","-","LMT","1844","Dec","31",,""
"Pacific/Kosrae","10:51:56","-","LMT","1901",,,,""
"Pacific/Kosrae","11:00","-","+11","1914","Oct",,,""
"Pacific/Kosrae","9:00","-","+09","1919","Feb","1",,""
"Pacific/Kosrae","11:00","-","+11","1937",,,,""
"Pacific/Kosrae","10:00","-","+10","1941","Apr","1",,""
"Pacific/Kosrae","9:00","-","+09","1945","Aug",,,""
"Pacific/Kosrae","11:00","-","+11","1969","Oct",,,""
"Pacific/Kosrae","12:00","-","+12","1999",,,,""
"Pacific/Kosrae","11:00","-","+11",,,,,""
"Pacific/Nauru","11:07:40","-","LMT","1921","Jan","15",,"Uaobe"
"Pacific/Nauru","11:30","-","+1130","1942","Aug","29",,""
"Pacific/Nauru","9:00","-","+09","1945","Sep","8",,""
"Pacific/Nauru","11:30","-","+1130","1979","Feb","10","2:00",""
"Pacific/Nauru","12:00","-","+12",,,,,""
"Pacific/Noumea","11:05:48","-","LMT","1912","Jan","13",,"Noum??a"
"Pacific/Noumea","11:00","NC","+11/+12",,,,,""
"Pacific/Auckland","11:39:04","-","LMT","1868","Nov","2",,""
"Pacific/Auckland","11:30","NZ","NZ%sT","1946","Jan","1",,""
"Pacific/Auckland","12:00","NZ","NZ%sT",,,,,""
"Pacific/Chatham","12:13:48","-","LMT","1868","Nov","2",,""
"Pacific/Chatham","12:15","-","+1215","1946","Jan","1",,""
"Pacific/Chatham","12:45","Chatham","+1245/+1345",,,,,""
"Pacific/Rarotonga","13:20:56","-","LMT","1899","Dec","26",,"Avarua"
"Pacific/Rarotonga","-10:39:04","-","LMT","1952","Oct","16",,""
"Pacific/Rarotonga","-10:30","-","-1030","1978","Nov","12",,""
"Pacific/Rarotonga","-10:00","Cook","-10/-0930",,,,,""
"Pacific/Niue","-11:19:40","-","LMT","1952","Oct","16",,"Alofi"
"Pacific/Niue","-11:20","-","-1120","1964","Jul",,,""
"Pacific/Niue","-11:00","-","-11",,,,,""
"Pacific/Norfolk","11:11:52","-","LMT","1901",,,,"Kingston"
"Pacific/Norfolk","11:12","-","+1112","1951",,,,""
"Pacific/Norfolk","11:30","-","+1130","1974","Oct","27","02:00s",""
"Pacific/Norfolk","11:30","1:00","+1230","1975","Mar","2","02:00s",""
"Pacific/Norfolk","11:30","-","+1130","2015","Oct","4","02:00s",""
"Pacific/Norfolk","11:00","-","+11","2019","Jul",,,""
"Pacific/Norfolk","11:00","AN","+11/+12",,,,,""
"Pacific/Palau","-15:02:04","-","LMT","1844","Dec","31",,"Koror"
"Pacific/Palau","8:57:56","-","LMT","1901",,,,""
"Pacific/Palau","9:00","-","+09",,,,,""
"Pacific/Port_Moresby","9:48:40","-","LMT","1880",,,,""
"Pacific/Port_Moresby","9:48:32","-","PMMT","1895",,,,"Port Moresby Mean Time"
"Pacific/Port_Moresby","10:00","-","+10",,,,,""
"Pacific/Bougainville","10:22:16","-","LMT","1880",,,,""
"Pacific/Bougainville","9:48:32","-","PMMT","1895",,,,""
"Pacific/Bougainville","10:00","-","+10","1942","Jul",,,""
"Pacific/Bougainville","9:00","-","+09","1945","Aug","21",,""
"Pacific/Bougainville","10:00","-","+10","2014","Dec","28","2:00",""
"Pacific/Bougainville","11:00","-","+11",,,,,""
"Pacific/Pitcairn","-8:40:20","-","LMT","1901",,,,"Adamstown"
"Pacific/Pitcairn","-8:30","-","-0830","1998","Apr","27","0:00",""
"Pacific/Pitcairn","-8:00","-","-08",,,,,""
"Pacific/Pago_Pago","12:37:12","-","LMT","1892","Jul","5",,""
"Pacific/Pago_Pago","-11:22:48","-","LMT","1911",,,,""
"Pacific/Pago_Pago","-11:00","-","SST",,,,,"S=Samoa"
"Pacific/Apia","12:33:04","-","LMT","1892","Jul","5",,""
"Pacific/Apia","-11:26:56","-","LMT","1911",,,,""
"Pacific/Apia","-11:30","-","-1130","1950",,,,""
"Pacific/Apia","-11:00","WS","-11/-10","2011","Dec","29","24:00",""
"Pacific/Apia","13:00","WS","+13/+14",,,,,""
"Pacific/Guadalcanal","10:39:48","-","LMT","1912","Oct","1",,"Honiara"
"Pacific/Guadalcanal","11:00","-","+11",,,,,""
"Pacific/Fakaofo","-11:24:56","-","LMT","1901",,,,""
"Pacific/Fakaofo","-11:00","-","-11","2011","Dec","30",,""
"Pacific/Fakaofo","13:00","-","+13",,,,,""
"Pacific/Tongatapu","12:19:12","-","LMT","1945","Sep","10",,""
"Pacific/Tongatapu","12:20","-","+1220","1961",,,,""
"Pacific/Tongatapu","13:00","-","+13","1999",,,,""
"Pacific/Tongatapu","13:00","Tonga","+13/+14",,,,,""
"Pacific/Efate","11:13:16","-","LMT","1912","Jan","13",,"Vila"
"Pacific/Efate","11:00","Vanuatu","+11/+12",,,,,""
"Etc/UTC","0","-","UTC",,,,,""
"Etc/GMT","0","-","GMT",,,,,""
"Etc/GMT-14","14","-","+14",,,,,""
"Etc/GMT-13","13","-","+13",,,,,""
"Etc/GMT-12","12","-","+12",,,,,""
"Etc/GMT-11","11","-","+11",,,,,""
"Etc/GMT-10","10","-","+10",,,,,""
"Etc/GMT-9","9","-","+09",,,,,""
"Etc/GMT-8","8","-","+08",,,,,""
"Etc/GMT-7","7","-","+07",,,,,""
"Etc/GMT-6","6","-","+06",,,,,""
"Etc/GMT-5","5","-","+05",,,,,""
"Etc/GMT-4","4","-","+04",,,,,""
"Etc/GMT-3","3","-","+03",,,,,""
"Etc/GMT-2","2","-","+02",,,,,""
"Etc/GMT-1","1","-","+01",,,,,""
"Etc/GMT+1","-1","-","-01",,,,,""
"Etc/GMT+2","-2","-","-02",,,,,""
"Etc/GMT+3","-3","-","-03",,,,,""
"Etc/GMT+4","-4","-","-04",,,,,""
"Etc/GMT+5","-5","-","-05",,,,,""
"Etc/GMT+6","-6","-","-06",,,,,""
"Etc/GMT+7","-7","-","-07",,,,,""
"Etc/GMT+8","-8","-","-08",,,,,""
"Etc/GMT+9","-9","-","-09",,,,,""
"Etc/GMT+10","-10","-","-10",,,,,""
"Etc/GMT+11","-11","-","-11",,,,,""
"Etc/GMT+12","-12","-","-12",,,,,""
"Europe/London","-0:01:15","-","LMT","1847","Dec","1",,""
"Europe/London","0:00","GB-Eire","%s","1968","Oct","27",,""
"Europe/London","1:00","-","BST","1971","Oct","31","2:00u",""
"Europe/London","0:00","GB-Eire","%s","1996",,,,""
"Europe/London","0:00","EU","GMT/BST",,,,,""
"Europe/Dublin","-0:25:21","-","LMT","1880","Aug","2",,""
"Europe/Dublin","-0:25:21","-","DMT","1916","May","21","2:00s",""
"Europe/Dublin","-0:25:21","1:00","IST","1916","Oct","1","2:00s",""
"Europe/Dublin","0:00","GB-Eire","%s","1921","Dec","6",,"independence"
"Europe/Dublin","0:00","GB-Eire","GMT/IST","1940","Feb","25","2:00s",""
"Europe/Dublin","0:00","1:00","IST","1946","Oct","6","2:00s",""
"Europe/Dublin","0:00","-","GMT","1947","Mar","16","2:00s",""
"Europe/Dublin","0:00","1:00","IST","1947","Nov","2","2:00s",""
"Europe/Dublin","0:00","-","GMT","1948","Apr","18","2:00s",""
"Europe/Dublin","0:00","GB-Eire","GMT/IST","1968","Oct","27",,""
"Europe/Dublin","1:00","Eire","IST/GMT",,,,,""
"WET","0:00","EU","WE%sT",,,,,""
"CET","1:00","C-Eur","CE%sT",,,,,""
"MET","1:00","C-Eur","ME%sT",,,,,""
"EET","2:00","EU","EE%sT",,,,,""
"Europe/Tirane","1:19:20","-","LMT","1914",,,,""
"Europe/Tirane","1:00","-","CET","1940","Jun","16",,""
"Europe/Tirane","1:00","Albania","CE%sT","1984","Jul",,,""
"Europe/Tirane","1:00","EU","CE%sT",,,,,""
"Europe/Andorra","0:06:04","-","LMT","1901",,,,""
"Europe/Andorra","0:00","-","WET","1946","Sep","30",,""
"Europe/Andorra","1:00","-","CET","1985","Mar","31","2:00",""
"Europe/Andorra","1:00","EU","CE%sT",,,,,""
"Europe/Vienna","1:05:21","-","LMT","1893","Apr",,,""
"Europe/Vienna","1:00","C-Eur","CE%sT","1920",,,,""
"Europe/Vienna","1:00","Austria","CE%sT","1940","Apr","1","2:00s",""
"Europe/Vienna","1:00","C-Eur","CE%sT","1945","Apr","2","2:00s",""
"Europe/Vienna","1:00","1:00","CEST","1945","Apr","12","2:00s",""
"Europe/Vienna","1:00","-","CET","1946",,,,""
"Europe/Vienna","1:00","Austria","CE%sT","1981",,,,""
"Europe/Vienna","1:00","EU","CE%sT",,,,,""
"Europe/Minsk","1:50:16","-","LMT","1880",,,,""
"Europe/Minsk","1:50","-","MMT","1924","May","2",,"Minsk Mean Time"
"Europe/Minsk","2:00","-","EET","1930","Jun","21",,""
"Europe/Minsk","3:00","-","MSK","1941","Jun","28",,""
"Europe/Minsk","1:00","C-Eur","CE%sT","1944","Jul","3",,""
"Europe/Minsk","3:00","Russia","MSK/MSD","1990",,,,""
"Europe/Minsk","3:00","-","MSK","1991","Mar","31","2:00s",""
"Europe/Minsk","2:00","Russia","EE%sT","2011","Mar","27","2:00s",""
"Europe/Minsk","3:00","-","+03",,,,,""
"Europe/Brussels","0:17:30","-","LMT","1880",,,,""
"Europe/Brussels","0:17:30","-","BMT","1892","May","1","00:17:30",""
"Europe/Brussels","0:00","-","WET","1914","Nov","8",,""
"Europe/Brussels","1:00","-","CET","1916","May","1","0:00",""
"Europe/Brussels","1:00","C-Eur","CE%sT","1918","Nov","11","11:00u",""
"Europe/Brussels","0:00","Belgium","WE%sT","1940","May","20","2:00s",""
"Europe/Brussels","1:00","C-Eur","CE%sT","1944","Sep","3",,""
"Europe/Brussels","1:00","Belgium","CE%sT","1977",,,,""
"Europe/Brussels","1:00","EU","CE%sT",,,,,""
"Europe/Sofia","1:33:16","-","LMT","1880",,,,""
"Europe/Sofia","1:56:56","-","IMT","1894","Nov","30",,"Istanbul MT?"
"Europe/Sofia","2:00","-","EET","1942","Nov","2","3:00",""
"Europe/Sofia","1:00","C-Eur","CE%sT","1945",,,,""
"Europe/Sofia","1:00","-","CET","1945","Apr","2","3:00",""
"Europe/Sofia","2:00","-","EET","1979","Mar","31","23:00",""
"Europe/Sofia","2:00","Bulg","EE%sT","1982","Sep","26","3:00",""
"Europe/Sofia","2:00","C-Eur","EE%sT","1991",,,,""
"Europe/Sofia","2:00","E-Eur","EE%sT","1997",,,,""
"Europe/Sofia","2:00","EU","EE%sT",,,,,""
"Europe/Prague","0:57:44","-","LMT","1850",,,,""
"Europe/Prague","0:57:44","-","PMT","1891","Oct",,,"Prague Mean Time"
"Europe/Prague","1:00","C-Eur","CE%sT","1945","May","9",,""
"Europe/Prague","1:00","Czech","CE%sT","1946","Dec","1","3:00",""
"Europe/Prague","1:00","-1:00","GMT","1947","Feb","23","2:00",""
"Europe/Prague","1:00","Czech","CE%sT","1979",,,,""
"Europe/Prague","1:00","EU","CE%sT",,,,,""
"Atlantic/Faroe","-0:27:04","-","LMT","1908","Jan","11",,"T??rshavn"
"Atlantic/Faroe","0:00","-","WET","1981",,,,""
"Atlantic/Faroe","0:00","EU","WE%sT",,,,,""
"America/Danmarkshavn","-1:14:40","-","LMT","1916","Jul","28",,""
"America/Danmarkshavn","-3:00","-","-03","1980","Apr","6","2:00",""
"America/Danmarkshavn","-3:00","EU","-03/-02","1996",,,,""
"America/Danmarkshavn","0:00","-","GMT",,,,,""
"America/Scoresbysund","-1:27:52","-","LMT","1916","Jul","28",,"Ittoqqortoormiit"
"America/Scoresbysund","-2:00","-","-02","1980","Apr","6","2:00",""
"America/Scoresbysund","-2:00","C-Eur","-02/-01","1981","Mar","29",,""
"America/Scoresbysund","-1:00","EU","-01/+00","2024","Mar","31",,""
"America/Scoresbysund","-2:00","EU","-02/-01",,,,,""
"America/Nuuk","-3:26:56","-","LMT","1916","Jul","28",,"Godth??b"
"America/Nuuk","-3:00","-","-03","1980","Apr","6","2:00",""
"America/Nuuk","-3:00","EU","-03/-02","2023","Mar","26","1:00u",""
"America/Nuuk","-2:00","-","-02","2023","Oct","29","1:00u",""
"America/Nuuk","-2:00","EU","-02/-01",,,,,""
"America/Thule","-4:35:08","-","LMT","1916","Jul","28",,"Pituffik"
"America/Thule","-4:00","Thule","A%sT",,,,,""
"Europe/Tallinn","1:39:00","-","LMT","1880",,,,""
"Europe/Tallinn","1:39:00","-","TMT","1918","Feb",,,"Tallinn Mean Time"
"Europe/Tallinn","1:00","C-Eur","CE%sT","1919","Jul",,,""
"Europe/Tallinn","1:39:00","-","TMT","1921","May",,,""
"Europe/Tallinn","2:00","-","EET","1940","Aug","6",,""
"Europe/Tallinn","3:00","-","MSK","1941","Sep","15",,""
"Europe/Tallinn","1:00","C-Eur","CE%sT","1944","Sep","22",,""
"Europe/Tallinn","3:00","Russia","MSK/MSD","1989","Mar","26","2:00s",""
"Europe/Tallinn","2:00","1:00","EEST","1989","Sep","24","2:00s",""
"Europe/Tallinn","2:00","C-Eur","EE%sT","1998","Sep","22",,""
"Europe/Tallinn","2:00","EU","EE%sT","1999","Oct","31","4:00",""
"Europe/Tallinn","2:00","-","EET","2002","Feb","21",,""
"Europe/Tallinn","2:00","EU","EE%sT",,,,,""
"Europe/Helsinki","1:39:49","-","LMT","1878","May","31",,""
"Europe/Helsinki","1:39:49","-","HMT","1921","May",,,"Helsinki Mean Time"
"Europe/Helsinki","2:00","Finland","EE%sT","1983",,,,""
"Europe/Helsinki","2:00","EU","EE%sT",,,,,""
"Europe/Paris","0:09:21","-","LMT","1891","Mar","16",,""
"Europe/Paris","0:09:21","-","PMT","1911","Mar","11",,"Paris Mean Time"
"Europe/Paris","0:00","France","WE%sT","1940","Jun","14","23:00",""
"Europe/Paris","1:00","C-Eur","CE%sT","1944","Aug","25",,""
"Europe/Paris","0:00","France","WE%sT","1945","Sep","16","3:00",""
"Europe/Paris","1:00","France","CE%sT","1977",,,,""
"Europe/Paris","1:00","EU","CE%sT",,,,,""
"Europe/Berlin","0:53:28","-","LMT","1893","Apr",,,""
"Europe/Berlin","1:00","C-Eur","CE%sT","1945","May","24","2:00",""
"Europe/Berlin","1:00","SovietZone","CE%sT","1946",,,,""
"Europe/Berlin","1:00","Germany","CE%sT","1980",,,,""
"Europe/Berlin","1:00","EU","CE%sT",,,,,""
"Europe/Gibraltar","-0:21:24","-","LMT","1880","Aug","2",,""
"Europe/Gibraltar","0:00","GB-Eire","%s","1957","Apr","14","2:00",""
"Europe/Gibraltar","1:00","-","CET","1982",,,,""
"Europe/Gibraltar","1:00","EU","CE%sT",,,,,""
"Europe/Athens","1:34:52","-","LMT","1895","Sep","14",,""
"Europe/Athens","1:34:52","-","AMT","1916","Jul","28","0:01","Athens MT"
"Europe/Athens","2:00","Greece","EE%sT","1941","Apr","30",,""
"Europe/Athens","1:00","Greece","CE%sT","1944","Apr","4",,""
"Europe/Athens","2:00","Greece","EE%sT","1981",,,,""
"Europe/Athens","2:00","EU","EE%sT",,,,,""
"Europe/Budapest","1:16:20","-","LMT","1890","Nov","1",,""
"Europe/Budapest","1:00","C-Eur","CE%sT","1918",,,,""
"Europe/Budapest","1:00","Hungary","CE%sT","1941","Apr","7","23:00",""
"Europe/Budapest","1:00","C-Eur","CE%sT","1945",,,,""
"Europe/Budapest","1:00","Hungary","CE%sT","1984",,,,""
"Europe/Budapest","1:00","EU","CE%sT",,,,,""
"Europe/Rome","0:49:56","-","LMT","1866","Dec","12",,""
"Europe/Rome","0:49:56","-","RMT","1893","Oct","31","23:00u","Rome Mean"
"Europe/Rome","1:00","Italy","CE%sT","1943","Sep","10",,""
"Europe/Rome","1:00","C-Eur","CE%sT","1944","Jun","4",,""
"Europe/Rome","1:00","Italy","CE%sT","1980",,,,""
"Europe/Rome","1:00","EU","CE%sT",,,,,""
"Europe/Riga","1:36:34","-","LMT","1880",,,,""
"Europe/Riga","1:36:34","-","RMT","1918","Apr","15","2:00","Riga MT"
"Europe/Riga","1:36:34","1:00","LST","1918","Sep","16","3:00","Latvian ST"
"Europe/Riga","1:36:34","-","RMT","1919","Apr","1","2:00",""
"Europe/Riga","1:36:34","1:00","LST","1919","May","22","3:00",""
"Europe/Riga","1:36:34","-","RMT","1926","May","11",,""
"Europe/Riga","2:00","-","EET","1940","Aug","5",,""
"Europe/Riga","3:00","-","MSK","1941","Jul",,,""
"Europe/Riga","1:00","C-Eur","CE%sT","1944","Oct","13",,""
"Europe/Riga","3:00","Russia","MSK/MSD","1989","Mar","lastSun","2:00s",""
"Europe/Riga","2:00","1:00","EEST","1989","Sep","lastSun","2:00s",""
"Europe/Riga","2:00","Latvia","EE%sT","1997","Jan","21",,""
"Europe/Riga","2:00","EU","EE%sT","2000","Feb","29",,""
"Europe/Riga","2:00","-","EET","2001","Jan","2",,""
"Europe/Riga","2:00","EU","EE%sT",,,,,""
"Europe/Vilnius","1:41:16","-","LMT","1880",,,,""
"Europe/Vilnius","1:24:00","-","WMT","1917",,,,"Warsaw Mean Time"
"Europe/Vilnius","1:35:36","-","KMT","1919","Oct","10",,"Kaunas Mean Time"
"Europe/Vilnius","1:00","-","CET","1920","Jul","12",,""
"Europe/Vilnius","2:00","-","EET","1920","Oct","9",,""
"Europe/Vilnius","1:00","-","CET","1940","Aug","3",,""
"Europe/Vilnius","3:00","-","MSK","1941","Jun","24",,""
"Europe/Vilnius","1:00","C-Eur","CE%sT","1944","Aug",,,""
"Europe/Vilnius","3:00","Russia","MSK/MSD","1989","Mar","26","2:00s",""
"Europe/Vilnius","2:00","Russia","EE%sT","1991","Sep","29","2:00s",""
"Europe/Vilnius","2:00","C-Eur","EE%sT","1998",,,,""
"Europe/Vilnius","2:00","-","EET","1998","Mar","29","1:00u",""
"Europe/Vilnius","1:00","EU","CE%sT","1999","Oct","31","1:00u",""
"Europe/Vilnius","2:00","-","EET","2003","Jan","1",,""
"Europe/Vilnius","2:00","EU","EE%sT",,,,,""
"Europe/Malta","0:58:04","-","LMT","1893","Nov","2",,"Valletta"
"Europe/Malta","1:00","Italy","CE%sT","1973","Mar","31",,""
"Europe/Malta","1:00","Malta","CE%sT","1981",,,,""
"Europe/Malta","1:00","EU","CE%sT",,,,,""
"Europe/Chisinau","1:55:20","-","LMT","1880",,,,""
"Europe/Chisinau","1:55","-","CMT","1918","Feb","15",,"Chisinau MT"
"Europe/Chisinau","1:44:24","-","BMT","1931","Jul","24",,"Bucharest MT"
"Europe/Chisinau","2:00","Romania","EE%sT","1940","Aug","15",,""
"Europe/Chisinau","2:00","1:00","EEST","1941","Jul","17",,""
"Europe/Chisinau","1:00","C-Eur","CE%sT","1944","Aug","24",,""
"Europe/Chisinau","3:00","Russia","MSK/MSD","1990","May","6","2:00",""
"Europe/Chisinau","2:00","Russia","EE%sT","1992",,,,""
"Europe/Chisinau","2:00","E-Eur","EE%sT","1997",,,,""
"Europe/Chisinau","2:00","Moldova","EE%sT",,,,,""
"Europe/Warsaw","1:24:00","-","LMT","1880",,,,""
"Europe/Warsaw","1:24:00","-","WMT","1915","Aug","5",,"Warsaw Mean Time"
"Europe/Warsaw","1:00","C-Eur","CE%sT","1918","Sep","16","3:00",""
