"Name","STDOFF","Rule","Format","Year","Month","Day","Time","Comment"
"Africa/Algiers","0:12:12","-","LMT","1891","Mar","16",,""
"Africa/Algiers","0:09:21","-","PMT","1911","Mar","11",,"Paris Mean Time"
"Africa/Algiers","0:00","Algeria","WE%sT","1940","Feb","25","2:00",""
"Africa/Algiers","1:00","Algeria","CE%sT","1946","Oct","7",,""
"Africa/Algiers","0:00","-","WET","1956","Jan","29",,""
"Africa/Algiers","1:00","-","CET","1963","Apr","14",,""
"Africa/Algiers","0:00","Algeria","WE%sT","1977","Oct","21",,""
"Africa/Algiers","1:00","Algeria","CE%sT","1979","Oct","26",,""
"Africa/Algiers","0:00","Algeria","WE%sT","1981","May",,,""
"Africa/Algiers","1:00","-","CET",,,,,""
"Atlantic/Cape_Verde","-1:34:04","-","LMT","1912","Jan","01","2:00u","Praia"
"Atlantic/Cape_Verde","-2:00","-","-02","1942","Sep",,,""
"Atlantic/Cape_Verde","-2:00","1:00","-01","1945","Oct","15",,""
"Atlantic/Cape_Verde","-2:00","-","-02","1975","Nov","25","2:00",""
"Atlantic/Cape_Verde","-1:00","-","-01",,,,,""
"Africa/Ndjamena","1:00:12","-","LMT","1912","Jan","1",,"N'Djamena"
"Africa/Ndjamena","1:00","-","WAT","1979","Oct","14",,""
"Africa/Ndjamena","1:00","1:00","WAST","1980","Mar","8",,""
"Africa/Ndjamena","1:00","-","WAT",,,,,""
"Africa/Abidjan","-0:16:08","-","LMT","1912","Jan","1",,""
"Africa/Abidjan","0:00","-","GMT",,,,,""
"Africa/Cairo","2:05:09","-","LMT","1900","Oct",,,""
"Africa/Cairo","2:00","Egypt","EE%sT",,,,,""
"Africa/Bissau","-1:02:20","-","LMT","1912","Jan","1","1:00u",""
"Africa/Bissau","-1:00","-","-01","1975",,,,""
"Africa/Bissau","0:00","-","GMT",,,,,""
"Africa/Nairobi","2:27:16","-","LMT","1908","May",,,""
"Africa/Nairobi","2:30","-","+0230","1928","Jun","30","24:00",""
"Africa/Nairobi","3:00","-","EAT","1930","Jan","4","24:00",""
"Africa/Nairobi","2:30","-","+0230","1936","Dec","31","24:00",""
"Africa/Nairobi","2:45","-","+0245","1942","Jul","31","24:00",""
"Africa/Nairobi","3:00","-","EAT",,,,,""
"Africa/Monrovia","-0:43:08","-","LMT","1882",,,,""
"Africa/Monrovia","-0:43:08","-","MMT","1919","Mar",,,"Monrovia Mean Time"
"Africa/Monrovia","-0:44:30","-","MMT","1972","Jan","7",,"approximately MMT"
"Africa/Monrovia","0:00","-","GMT",,,,,""
"Africa/Tripoli","0:52:44","-","LMT","1920",,,,""
"Africa/Tripoli","1:00","Libya","CE%sT","1959",,,,""
"Africa/Tripoli","2:00","-","EET","1982",,,,""
"Africa/Tripoli","1:00","Libya","CE%sT","1990","May","4",,""
"Africa/Tripoli","2:00","-","EET","1996","Sep","30",,""
"Africa/Tripoli","1:00","Libya","CE%sT","1997","Oct","4",,""
"Africa/Tripoli","2:00","-","EET","2012","Nov","10","2:00",""
"Africa/Tripoli","1:00","Libya","CE%sT","2013","Oct","25","2:00",""
"Africa/Tripoli","2:00","-","EET",,,,,""
"Indian/Mauritius","3:50:00","-","LMT","1907",,,,"Port Louis"
"Indian/Mauritius","4:00","Mauritius","+04/+05",,,,,""
"Africa/Casablanca","-0:30:20","-","LMT","1913","Oct","26",,""
"Africa/Casablanca","0:00","Morocco","+00/+01","1984","Mar","16",,""
"Africa/Casablanca","1:00","-","+01","1986",,,,""
"Africa/Casablanca","0:00","Morocco","+00/+01","2018","Oct","28","3:00",""
"Africa/Casablanca","1:00","Morocco","+01/+00",,,,,""
"Africa/El_Aaiun","-0:52:48","-","LMT","1934","Jan",,,"El Aai??n"
"Africa/El_Aaiun","-1:00","-","-01","1976","Apr","14",,""
"Africa/El_Aaiun","0:00","Morocco","+00/+01","2018","Oct","28","3:00",""
"Africa/El_Aaiun","1:00","Morocco","+01/+00",,,,,""
"Africa/Maputo","2:10:20","-","LMT","1903","Mar",,,""
"Africa/Maputo","2:00","-","CAT",,,,,""
"Africa/Windhoek","1:08:24","-","LMT","1892","Feb","8",,""
"Africa/Windhoek","1:30","-","+0130","1903","Mar",,,""
"Africa/Windhoek","2:00","-","SAST","1942","Sep","20","2:00",""
"Africa/Windhoek","2:00","1:00","SAST","1943","Mar","21","2:00",""
"Africa/Windhoek","2:00","-","SAST","1990","Mar","21",,"independence"
"Africa/Windhoek","2:00","Namibia","%s",,,,,""
"Africa/Lagos","0:13:35","-","LMT","1905","Jul","1",,""
"Africa/Lagos","0:00","-","GMT","1908","Jul","1",,""
"Africa/Lagos","0:13:35","-","LMT","1914","Jan","1",,""
"Africa/Lagos","0:30","-","+0030","1919","Sep","1",,""
"Africa/Lagos","1:00","-","WAT",,,,,""
"Africa/Sao_Tome","0:26:56","-","LMT","1884",,,,""
"Africa/Sao_Tome","-0:36:45","-","LMT","1912","Jan","1","00:00u","Lisbon MT"
"Africa/Sao_Tome","0:00","-","GMT","2018","Jan","1","01:00",""
"Africa/Sao_Tome","1:00","-","WAT","2019","Jan","1","02:00",""
"Africa/Sao_Tome","0:00","-","GMT",,,,,""
"Africa/Johannesburg","1:52:00","-","LMT","1892","Feb","8",,""
"Africa/Johannesburg","1:30","-","SAST","1903","Mar",,,""
"Africa/Johannesburg","2:00","SA","SAST",,,,,""
"Africa/Khartoum","2:10:08","-","LMT","1931",,,,""
"Africa/Khartoum","2:00","Sudan","CA%sT","2000","Jan","15","12:00",""
"Africa/Khartoum","3:00","-","EAT","2017","Nov","1",,""
"Africa/Khartoum","2:00","-","CAT",,,,,""
"Africa/Juba","2:06:28","-","LMT","1931",,,,""
"Africa/Juba","2:00","Sudan","CA%sT","2000","Jan","15","12:00",""
"Africa/Juba","3:00","-","EAT","2021","Feb","1","00:00",""
"Africa/Juba","2:00","-","CAT",,,,,""
"Africa/Tunis","0:40:44","-","LMT","1881","May","12",,""
"Africa/Tunis","0:09:21","-","PMT","1911","Mar","11",,"Paris Mean Time"
"Africa/Tunis","1:00","Tunisia","CE%sT",,,,,""
"Antarctica/Casey","0","-","-00","1969",,,,""
"Antarctica/Casey","8:00","-","+08","2009","Oct","18","2:00",""
"Antarctica/Casey","11:00","-","+11","2010","Mar","5","2:00",""
"Antarctica/Casey","8:00","-","+08","2011","Oct","28","2:00",""
"Antarctica/Casey","11:00","-","+11","2012","Feb","21","17:00u",""
"Antarctica/Casey","8:00","-","+08","2016","Oct","22",,""
"Antarctica/Casey","11:00","-","+11","2018","Mar","11","4:00",""
"Antarctica/Casey","8:00","-","+08","2018","Oct","7","4:00",""
"Antarctica/Casey","11:00","-","+11","2019","Mar","17","3:00",""
"Antarctica/Casey","8:00","-","+08","2019","Oct","4","3:00",""
"Antarctica/Casey","11:00","-","+11","2020","Mar","8","3:00",""
"Antarctica/Casey","8:00","-","+08","2020","Oct","4","0:01",""
"Antarctica/Casey","11:00","-","+11","2021","Mar","14","0:00",""
"Antarctica/Casey","8:00","-","+08","2021","Oct","3","0:01",""
"Antarctica/Casey","11:00","-","+11","2022","Mar","13","0:00",""
"Antarctica/Casey","8:00","-","+08","2022","Oct","2","0:01",""
"Antarctica/Casey","11:00","-","+11","2023","Mar","9","3:00",""
"Antarctica/Casey","8:00","-","+08",,,,,""
"Antarctica/Davis","0","-","-00","1957","Jan","13",,""
"Antarctica/Davis","7:00","-","+07","1964","Nov",,,""
"Antarctica/Davis","0","-","-00","1969","Feb",,,""
"Antarctica/Davis","7:00","-","+07","2009","Oct","18","2:00",""
"Antarctica/Davis","5:00","-","+05","2010","Mar","10","20:00u",""
"Antarctica/Davis","7:00","-","+07","2011","Oct","28","2:00",""
"Antarctica/Davis","5:00","-","+05","2012","Feb","21","20:00u",""
"Antarctica/Davis","7:00","-","+07",,,,,""
"Antarctica/Mawson","0","-","-00","1954","Feb","13",,""
"Antarctica/Mawson","6:00","-","+06","2009","Oct","18","2:00",""
"Antarctica/Mawson","5:00","-","+05",,,,,""
"Antarctica/Troll","0","-","-00","2005","Feb","12",,""
"Antarctica/Troll","0:00","Troll","%s",,,,,""
"Antarctica/Vostok","0","-","-00","1957","Dec","16",,""
"Antarctica/Vostok","7:00","-","+07","1994","Feb",,,""
"Antarctica/Vostok","0","-","-00","1994","Nov",,,""
"Antarctica/Vostok","7:00","-","+07","2023","Dec","18","2:00",""
"Antarctica/Vostok","5:00","-","+05",,,,,""
"Antarctica/Rothera","0","-","-00","1976","Dec","1",,""
"Antarctica/Rothera","-3:00","-","-03",,,,,""
"Asia/Kabul","4:36:48","-","LMT","1890",,,,""
"Asia/Kabul","4:00","-","+04","1945",,,,""
"Asia/Kabul","4:30","-","+0430",,,,,""
"Asia/Yerevan","2:58:00","-","LMT","1924","May","2",,""
"Asia/Yerevan","3:00","-","+03","1957","Mar",,,""
"Asia/Yerevan","4:00","RussiaAsia","+04/+05","1991","Mar","31","2:00s",""
"Asia/Yerevan","3:00","RussiaAsia","+03/+04","1995","Sep","24","2:00s",""
"Asia/Yerevan","4:00","-","+04","1997",,,,""
"Asia/Yerevan","4:00","RussiaAsia","+04/+05","2011",,,,""
"Asia/Yerevan","4:00","Armenia","+04/+05",,,,,""
"Asia/Baku","3:19:24","-","LMT","1924","May","2",,""
"Asia/Baku","3:00","-","+03","1957","Mar",,,""
"Asia/Baku","4:00","RussiaAsia","+04/+05","1991","Mar","31","2:00s",""
"Asia/Baku","3:00","RussiaAsia","+03/+04","1992","Sep","lastSun","2:00s",""
"Asia/Baku","4:00","-","+04","1996",,,,""
"Asia/Baku","4:00","EUAsia","+04/+05","1997",,,,""
"Asia/Baku","4:00","Azer","+04/+05",,,,,""
"Asia/Dhaka","6:01:40","-","LMT","1890",,,,""
"Asia/Dhaka","5:53:20","-","HMT","1941","Oct",,,"Howrah Mean Time?"
"Asia/Dhaka","6:30","-","+0630","1942","May","15",,""
"Asia/Dhaka","5:30","-","+0530","1942","Sep",,,""
"Asia/Dhaka","6:30","-","+0630","1951","Sep","30",,""
"Asia/Dhaka","6:00","-","+06","2009",,,,""
"Asia/Dhaka","6:00","Dhaka","+06/+07",,,,,""
"Asia/Thimphu","5:58:36","-","LMT","1947","Aug","15",,"or Thimbu"
"Asia/Thimphu","5:30","-","+0530","1987","Oct",,,""
"Asia/Thimphu","6:00","-","+06",,,,,""
"Indian/Chagos","4:49:40","-","LMT","1907",,,,""
"Indian/Chagos","5:00","-","+05","1996",,,,""
"Indian/Chagos","6:00","-","+06",,,,,""
"Asia/Yangon","6:24:47","-","LMT","1880",,,,"or Rangoon"
"Asia/Yangon","6:24:47","-","RMT","1920",,,,"Rangoon local time"
"Asia/Yangon","6:30","-","+0630","1942","May",,,""
"Asia/Yangon","9:00","-","+09","1945","May","3",,""
"Asia/Yangon","6:30","-","+0630",,,,,""
"Asia/Shanghai","8:05:43","-","LMT","1901",,,,""
"Asia/Shanghai","8:00","Shang","C%sT","1949","May","28",,""
"Asia/Shanghai","8:00","PRC","C%sT",,,,,""
"Asia/Urumqi","5:50:20","-","LMT","1928",,,,""
"Asia/Urumqi","6:00","-","+06",,,,,""
"Asia/Hong_Kong","7:36:42","-","LMT","1904","Oct","29","17:00u",""
"Asia/Hong_Kong","8:00","-","HKT","1941","Jun","15","3:00",""
"Asia/Hong_Kong","8:00","1:00","HKST","1941","Oct","1","4:00",""
"Asia/Hong_Kong","8:00","0:30","HKWT","1941","Dec","25",,""
"Asia/Hong_Kong","9:00","-","JST","1945","Nov","18","2:00",""
"Asia/Hong_Kong","8:00","HK","HK%sT",,,,,""
"Asia/Taipei","8:06:00","-","LMT","1896","Jan","1",,""
"Asia/Taipei","8:00","-","CST","1937","Oct","1",,""
"Asia/Taipei","9:00","-","JST","1945","Sep","21","1:00",""
"Asia/Taipei","8:00","Taiwan","C%sT",,,,,""
"Asia/Macau","7:34:10","-","LMT","1904","Oct","30",,""
"Asia/Macau","8:00","-","CST","1941","Dec","21","23:00",""
"Asia/Macau","9:00","Macau","+09/+10","1945","Sep","30","24:00",""
"Asia/Macau","8:00","Macau","C%sT",,,,,""
"Asia/Nicosia","2:13:28","-","LMT","1921","Nov","14",,""
"Asia/Nicosia","2:00","Cyprus","EE%sT","1998","Sep",,,""
"Asia/Nicosia","2:00","EUAsia","EE%sT",,,,,""
"Asia/Famagusta","2:15:48","-","LMT","1921","Nov","14",,""
"Asia/Famagusta","2:00","Cyprus","EE%sT","1998","Sep",,,""
"Asia/Famagusta","2:00","EUAsia","EE%sT","2016","Sep","8",,""
"Asia/Famagusta","3:00","-","+03","2017","Oct","29","1:00u",""
"Asia/Famagusta","2:00","EUAsia","EE%sT",,,,,""
"Asia/Tbilisi","2:59:11","-","LMT","1880",,,,""
"Asia/Tbilisi","2:59:11","-","TBMT","1924","May","2",,"Tbilisi Mean Time"
"Asia/Tbilisi","3:00","-","+03","1957","Mar",,,""
"Asia/Tbilisi","4:00","RussiaAsia","+04/+05","1991","Mar","31","2:00s",""
"Asia/Tbilisi","3:00","RussiaAsia","+03/+04","1992",,,,""
"Asia/Tbilisi","3:00","E-EurAsia","+03/+04","1994","Sep","lastSun",,""
"Asia/Tbilisi","4:00","E-EurAsia","+04/+05","1996","Oct","lastSun",,""
"Asia/Tbilisi","4:00","1:00","+05","1997","Mar","lastSun",,""
"Asia/Tbilisi","4:00","E-EurAsia","+04/+05","2004","Jun","27",,""
"Asia/Tbilisi","3:00","RussiaAsia","+03/+04","2005","Mar","lastSun","2:00",""
"Asia/Tbilisi","4:00","-","+04",,,,,""
"Asia/Dili","8:22:20","-","LMT","1912","Jan","1",,""
"Asia/Dili","8:00","-","+08","1942","Feb","21","23:00",""
"Asia/Dili","9:00","-","+09","1976","May","3",,""
"Asia/Dili","8:00","-","+08","2000","Sep","17","0:00",""
"Asia/Dili","9:00","-","+09",,,,,""
"Asia/Kolkata","5:53:28","-","LMT","1854","Jun","28",,"Kolkata"
"Asia/Kolkata","5:53:20","-","HMT","1870",,,,"Howrah Mean Time?"
"Asia/Kolkata","5:21:10","-","MMT","1906","Jan","1",,"Madras local time"
"Asia/Kolkata","5:30","-","IST","1941","Oct",,,""
"Asia/Kolkata","5:30","1:00","+0630","1942","May","15",,""
"Asia/Kolkata","5:30","-","IST","1942","Sep",,,""
"Asia/Kolkata","5:30","1:00","+0630","1945","Oct","15",,""
"Asia/Kolkata","5:30","-","IST",,,,,""
"Asia/Jakarta","7:07:12","-","LMT","1867","Aug","10",,""
"Asia/Jakarta","7:07:12","-","BMT","1923","Dec","31","16:40u","Batavia"
"Asia/Jakarta","7:20","-","+0720","1932","Nov",,,""
"Asia/Jakarta","7:30","-","+0730","1942","Mar","23",,""
"Asia/Jakarta","9:00","-","+09","1945","Sep","23",,""
"Asia/Jakarta","7:30","-","+0730","1948","May",,,""
"Asia/Jakarta","8:00","-","+08","1950","May",,,""
"Asia/Jakarta","7:30","-","+0730","1964",,,,""
"Asia/Jakarta","7:00","-","WIB",,,,,""
"Asia/Pontianak","7:17:20","-","LMT","1908","May",,,""
"Asia/Pontianak","7:17:20","-","PMT","1932","Nov",,,"Pontianak MT"
"Asia/Pontianak","7:30","-","+0730","1942","Jan","29",,""
"Asia/Pontianak","9:00","-","+09","1945","Sep","23",,""
"Asia/Pontianak","7:30","-","+0730","1948","May",,,""
"Asia/Pontianak","8:00","-","+08","1950","May",,,""
"Asia/Pontianak","7:30","-","+0730","1964",,,,""
"Asia/Pontianak","8:00","-","WITA","1988","Jan","1",,""
"Asia/Pontianak","7:00","-","WIB",,,,,""
"Asia/Makassar","7:57:36","-","LMT","1920",,,,""
"Asia/Makassar","7:57:36","-","MMT","1932","Nov",,,"Macassar MT"
"Asia/Makassar","8:00","-","+08","1942","Feb","9",,""
"Asia/Makassar","9:00","-","+09","1945","Sep","23",,""
"Asia/Makassar","8:00","-","WITA",,,,,""
"Asia/Jayapura","9:22:48","-","LMT","1932","Nov",,,""
"Asia/Jayapura","9:00","-","+09","1944","Sep","1",,""
"Asia/Jayapura","9:30","-","+0930","1964",,,,""
"Asia/Jayapura","9:00","-","WIT",,,,,""
"Asia/Tehran","3:25:44","-","LMT","1916",,,,""
"Asia/Tehran","3:25:44","-","TMT","1935","Jun","13",,"Tehran Mean Time"
"Asia/Tehran","3:30","Iran","+0330/+0430","1977","Oct","20","24:00",""
"Asia/Tehran","4:00","Iran","+04/+05","1979",,,,""
"Asia/Tehran","3:30","Iran","+0330/+0430",,,,,""
"Asia/Baghdad","2:57:40","-","LMT","1890",,,,""
"Asia/Baghdad","2:57:36","-","BMT","1918",,,,"Baghdad Mean Time?"
"Asia/Baghdad","3:00","-","+03","1982","May",,,""
"Asia/Baghdad","3:00","Iraq","+03/+04",,,,,""
"Asia/Jerusalem","2:20:54","-","LMT","1880",,,,""
"Asia/Jerusalem","2:20:40","-","JMT","1918",,,,"Jerusalem Mean Time?"
"Asia/Jerusalem","2:00","Zion","I%sT",,,,,""
"Asia/Tokyo","9:18:59","-","LMT","1887","Dec","31","15:00u",""
"Asia/Tokyo","9:00","Japan","J%sT",,,,,""
"Asia/Amman","2:23:44","-","LMT","1931",,,,""
"Asia/Amman","2:00","Jordan","EE%sT","2022","Oct","28","0:00s",""
"Asia/Amman","3:00","-","+03",,,,,""
"Asia/Almaty","5:07:48","-","LMT","1924","May","2",,"or Alma-Ata"
"Asia/Almaty","5:00","-","+05","1930","Jun","21",,""
"Asia/Almaty","6:00","RussiaAsia","+06/+07","1991","Mar","31","2:00s",""
"Asia/Almaty","5:00","RussiaAsia","+05/+06","1992","Jan","19","2:00s",""
"Asia/Almaty","6:00","RussiaAsia","+06/+07","2004","Oct","31","2:00s",""
"Asia/Almaty","6:00","-","+06","2024","Mar","1","0:00",""
"Asia/Almaty","5:00","-","+05",,,,,""
"Asia/Qyzylorda","4:21:52","-","LMT","1924","May","2",,""
"Asia/Qyzylorda","4:00","-","+04","1930","Jun","21",,""
"Asia/Qyzylorda","5:00","-","+05","1981","Apr","1",,""
"Asia/Qyzylorda","5:00","1:00","+06","1981","Oct","1",,""
"Asia/Qyzylorda","6:00","-","+06","1982","Apr","1",,""
"Asia/Qyzylorda","5:00","RussiaAsia","+05/+06","1991","Mar","31","2:00s",""
"Asia/Qyzylorda","4:00","RussiaAsia","+04/+05","1991","Sep","29","2:00s",""
"Asia/Qyzylorda","5:00","RussiaAsia","+05/+06","1992","Jan","19","2:00s",""
"Asia/Qyzylorda","6:00","RussiaAsia","+06/+07","1992","Mar","29","2:00s",""
"Asia/Qyzylorda","5:00","RussiaAsia","+05/+06","2004","Oct","31","2:00s",""
"Asia/Qyzylorda","6:00","-","+06","2018","Dec","21","0:00",""
"Asia/Qyzylorda","5:00","-","+05",,,,,""
"Asia/Qostanay","4:14:28","-","LMT","1924","May","2",,""
"Asia/Qostanay","4:00","-","+04","1930","Jun","21",,""
"Asia/Qostanay","5:00","-","+05","1981","Apr","1",,""
"Asia/Qostanay","5:00","1:00","+06","1981","Oct","1",,""
"Asia/Qostanay","6:00","-","+06","1982","Apr","1",,""
"Asia/Qostanay","5:00","RussiaAsia","+05/+06","1991","Mar","31","2:00s",""
"Asia/Qostanay","4:00","RussiaAsia","+04/+05","1992","Jan","19","2:00s",""
"Asia/Qostanay","5:00","RussiaAsia","+05/+06","2004","Oct","31","2:00s",""
"Asia/Qostanay","6:00","-","+06","2024","Mar","1","0:00",""
"Asia/Qostanay","5:00","-","+05",,,,,""
"Asia/Aqtobe","3:48:40","-","LMT","1924","May","2",,""
"Asia/Aqtobe","4:00","-","+04","1930","Jun","21",,""
"Asia/Aqtobe","5:00","-","+05","1981","Apr","1",,""
"Asia/Aqtobe","5:00","1:00","+06","1981","Oct","1",,""
"Asia/Aqtobe","6:00","-","+06","1982","Apr","1",,""
"Asia/Aqtobe","5:00","RussiaAsia","+05/+06","1991","Mar","31","2:00s",""
"Asia/Aqtobe","4:00","RussiaAsia","+04/+05","1992","Jan","19","2:00s",""
"Asia/Aqtobe","5:00","RussiaAsia","+05/+06","2004","Oct","31","2:00s",""
"Asia/Aqtobe","5:00","-","+05",,,,,""
"Asia/Aqtau","3:21:04","-","LMT","1924","May","2",,""
"Asia/Aqtau","4:00","-","+04","1930","Jun","21",,""
"Asia/Aqtau","5:00","-","+05","1981","Oct","1",,""
"Asia/Aqtau","6:00","-","+06","1982","Apr","1",,""
"Asia/Aqtau","5:00","RussiaAsia","+05/+06","1991","Mar","31","2:00s",""
"Asia/Aqtau","4:00","RussiaAsia","+04/+05","1992","Jan","19","2:00s",""
"Asia/Aqtau","5:00","RussiaAsia","+05/+06","1994","Sep","25","2:00s",""
"Asia/Aqtau","4:00","RussiaAsia","+04/+05","2004","Oct","31","2:00s",""
"Asia/Aqtau","5:00","-","+05",,,,,""
"Asia/Atyrau","3:27:44","-","LMT","1924","May","2",,""
"Asia/Atyrau","3:00","-","+03","1930","Jun","21",,""
"Asia/Atyrau","5:00","-","+05","1981","Oct","1",,""
"Asia/Atyrau","6:00","-","+06","1982","Apr","1",,""
"Asia/Atyrau","5:00","RussiaAsia","+05/+06","1991","Mar","31","2:00s",""
"Asia/Atyrau","4:00","RussiaAsia","+04/+05","1992","Jan","19","2:00s",""
"Asia/Atyrau","5:00","RussiaAsia","+05/+06","1999","Mar","28","2:00s",""
"Asia/Atyrau","4:00","RussiaAsia","+04/+05","2004","Oct","31","2:00s",""
"Asia/Atyrau","5:00","-","+05",,,,,""
"Asia/Oral","3:25:24","-","LMT","1924","May","2",,"or Ural'sk"
"Asia/Oral","3:00","-","+03","1930","Jun","21",,""
"Asia/Oral","5:00","-","+05","1981","Apr","1",,""
"Asia/Oral","5:00","1:00","+06","1981","Oct","1",,""
"Asia/Oral","6:00","-","+06","1982","Apr","1",,""
"Asia/Oral","5:00","RussiaAsia","+05/+06","1989","Mar","26","2:00s",""
"Asia/Oral","4:00","RussiaAsia","+04/+05","1992","Jan","19","2:00s",""
"Asia/Oral","5:00","RussiaAsia","+05/+06","1992","Mar","29","2:00s",""
"Asia/Oral","4:00","RussiaAsia","+04/+05","2004","Oct","31","2:00s",""
"Asia/Oral","5:00","-","+05",,,,,""
"Asia/Bishkek","4:58:24","-","LMT","1924","May","2",,""
"Asia/Bishkek","5:00","-","+05","1930","Jun","21",,""
"Asia/Bishkek","6:00","RussiaAsia","+06/+07","1991","Mar","31","2:00s",""
"Asia/Bishkek","5:00","RussiaAsia","+05/+06","1991","Aug","31","2:00",""
"Asia/Bishkek","5:00","Kyrgyz","+05/+06","2005","Aug","12",,""
"Asia/Bishkek","6:00","-","+06",,,,,""
"Asia/Seoul","8:27:52","-","LMT","1908","Apr","1",,""
"Asia/Seoul","8:30","-","KST","1912","Jan","1",,""
"Asia/Seoul","9:00","-","JST","1945","Sep","8",,""
"Asia/Seoul","9:00","ROK","K%sT","1954","Mar","21",,""
"Asia/Seoul","8:30","ROK","K%sT","1961","Aug","10",,""
"Asia/Seoul","9:00","ROK","K%sT",,,,,""
"Asia/Pyongyang","8:23:00","-","LMT","1908","Apr","1",,""
"Asia/Pyongyang","8:30","-","KST","1912","Jan","1",,""
"Asia/Pyongyang","9:00","-","JST","1945","Aug","24",,""
"Asia/Pyongyang","9:00","-","KST","2015","Aug","15","00:00",""
"Asia/Pyongyang","8:30","-","KST","2018","May","4","23:30",""
"Asia/Pyongyang","9:00","-","KST",,,,,""
"Asia/Beirut","2:22:00","-","LMT","1880",,,,""
"Asia/Beirut","2:00","Lebanon","EE%sT",,,,,""
"Asia/Kuching","7:21:20","-","LMT","1926","Mar",,,""
"Asia/Kuching","7:30","-","+0730","1933",,,,""
"Asia/Kuching","8:00","NBorneo","+08/+0820","1942","Feb","16",,""
"Asia/Kuching","9:00","-","+09","1945","Sep","12",,""
"Asia/Kuching","8:00","-","+08",,,,,""
"Indian/Maldives","4:54:00","-","LMT","1880",,,,"Mal??"
"Indian/Maldives","4:54:00","-","MMT","1960",,,,"Mal?? Mean Time"
"Indian/Maldives","5:00","-","+05",,,,,""
"Asia/Hovd","6:06:36","-","LMT","1905","Aug",,,""
"Asia/Hovd","6:00","-","+06","1978",,,,""
"Asia/Hovd","7:00","Mongol","+07/+08",,,,,""
"Asia/Ulaanbaatar","7:07:32","-","LMT","1905","Aug",,,""
"Asia/Ulaanbaatar","7:00","-","+07","1978",,,,""
"Asia/Ulaanbaatar","8:00","Mongol","+08/+09",,,,,""
"Asia/Choibalsan","7:38:00","-","LMT","1905","Aug",,,""
"Asia/Choibalsan","7:00","-","+07","1978",,,,""
"Asia/Choibalsan","8:00","-","+08","1983","Apr",,,""
"Asia/Choibalsan","9:00","Mongol","+09/+10","2008","Mar","31",,""
"Asia/Choibalsan","8:00","Mongol","+08/+09",,,,,""
"Asia/Kathmandu","5:41:16","-","LMT","1920",,,,""
"Asia/Kathmandu","5:30","-","+0530","1986",,,,""
"Asia/Kathmandu","5:45","-","+0545",,,,,""
"Asia/Karachi","4:28:12","-","LMT","1907",,,,""
"Asia/Karachi","5:30","-","+0530","1942","Sep",,,""
"Asia/Karachi","5:30","1:00","+0630","1945","Oct","15",,""
"Asia/Karachi","5:30","-","+0530","1951","Sep","30",,""
"Asia/Karachi","5:00","-","+05","1971","Mar","26",,""
"Asia/Karachi","5:00","Pakistan","PK%sT",,,,,"Pakistan Time"
"Asia/Gaza","2:17:52","-","LMT","1900","Oct",,,""
"Asia/Gaza","2:00","Zion","EET/EEST","1948","May","15",,""
"Asia/Gaza","2:00","EgyptAsia","EE%sT","1967","Jun","5",,""
"Asia/Gaza","2:00","Zion","I%sT","1996",,,,""
"Asia/Gaza","2:00","Jordan","EE%sT","1999",,,,""
"Asia/Gaza","2:00","Palestine","EE%sT","2008","Aug","29","0:00",""
"Asia/Gaza","2:00","-","EET","2008","Sep",,,""
"Asia/Gaza","2:00","Palestine","EE%sT","2010",,,,""
"Asia/Gaza","2:00","-","EET","2010","Mar","27","0:01",""
"Asia/Gaza","2:00","Palestine","EE%sT","2011","Aug","1",,""
"Asia/Gaza","2:00","-","EET","2012",,,,""
"Asia/Gaza","2:00","Palestine","EE%sT",,,,,""
"Asia/Hebron","2:20:23","-","LMT","1900","Oct",,,""
"Asia/Hebron","2:00","Zion","EET/EEST","1948","May","15",,""
"Asia/Hebron","2:00","EgyptAsia","EE%sT","1967","Jun","5",,""
"Asia/Hebron","2:00","Zion","I%sT","1996",,,,""
"Asia/Hebron","2:00","Jordan","EE%sT","1999",,,,""
"Asia/Hebron","2:00","Palestine","EE%sT",,,,,""
"Asia/Manila","-15:56:00","-","LMT","1844","Dec","31",,""
"Asia/Manila","8:04:00","-","LMT","1899","May","11",,""
"Asia/Manila","8:00","Phil","P%sT","1942","May",,,""
"Asia/Manila","9:00","-","JST","1944","Nov",,,""
"Asia/Manila","8:00","Phil","P%sT",,,,,""
"Asia/Qatar","3:26:08","-","LMT","1920",,,,"Al Dawhah / Doha"
"Asia/Qatar","4:00","-","+04","1972","Jun",,,""
"Asia/Qatar","3:00","-","+03",,,,,""
"Asia/Riyadh","3:06:52","-","LMT","1947","Mar","14",,""
"Asia/Riyadh","3:00","-","+03",,,,,""
"Asia/Singapore","6:55:25","-","LMT","1901","Jan","1",,""
"Asia/Singapore","6:55:25","-","SMT","1905","Jun","1",,"Singapore M.T."
"Asia/Singapore","7:00","-","+07","1933","Jan","1",,""
"Asia/Singapore","7:00","0:20","+0720","1936","Jan","1",,""
"Asia/Singapore","7:20","-","+0720","1941","Sep","1",,""
"Asia/Singapore","7:30","-","+0730","1942","Feb","16",,""
"Asia/Singapore","9:00","-","+09","1945","Sep","12",,""
"Asia/Singapore","7:30","-","+0730","1981","Dec","31","16:00u",""
"Asia/Singapore","8:00","-","+08",,,,,""
"Asia/Colombo","5:19:24","-","LMT","1880",,,,""
