"Name","SYear","EYear","Month","DayRule","Time","Offset","Token","Comment"
"Halifax","1921","1921","May","6","0:00","1:00","D",""
"Halifax","1921","1922","Sep","5","0:00","0","S",""
"Halifax","1922","1922","Apr","30","0:00","1:00","D",""
"Halifax","1923","1925","May","Sun>=1","0:00","1:00","D",""
"Halifax","1923","1923","Sep","4","0:00","0","S",""
"Halifax","1924","1924","Sep","15","0:00","0","S",""
"Halifax","1925","1925","Sep","28","0:00","0","S",""
"Halifax","1926","1926","May","16","0:00","1:00","D",""
"Halifax","1926","1926","Sep","13","0:00","0","S",""
"Halifax","1927","1927","May","1","0:00","1:00","D",""
"Halifax","1927","1927","Sep","26","0:00","0","S",""
"Halifax","1928","1931","May","Sun>=8","0:00","1:00","D",""
"Halifax","1928","1928","Sep","9","0:00","0","S",""
"Halifax","1929","1929","Sep","3","0:00","0","S",""
"Halifax","1930","1930","Sep","15","0:00","0","S",""
"Halifax","1931","1932","Sep","Mon>=24","0:00","0","S",""
"Halifax","1932","1932","May","1","0:00","1:00","D",""
"Halifax","1933","1933","Apr","30","0:00","1:00","D",""
"Halifax","1933","1933","Oct","2","0:00","0","S",""
"Halifax","1934","1934","May","20","0:00","1:00","D",""
"Halifax","1934","1934","Sep","16","0:00","0","S",""
"Halifax","1935","1935","Jun","2","0:00","1:00","D",""
"Halifax","1935","1935","Sep","30","0:00","0","S",""
"Halifax","1936","1936","Jun","1","0:00","1:00","D",""
"Halifax","1936","1936","Sep","14","0:00","0","S",""
"Halifax","1937","1938","May","Sun>=1","0:00","1:00","D",""
"Halifax","1937","1941","Sep","Mon>=24","0:00","0","S",""
"Halifax","1939","1939","May","28","0:00","1:00","D",""
"Halifax","1940","1941","May","Sun>=1","0:00","1:00","D",""
"Halifax","1946","1949","Apr","lastSun","2:00","1:00","D",""
"Halifax","1946","1949","Sep","lastSun","2:00","0","S",""
"Halifax","1951","1954","Apr","lastSun","2:00","1:00","D",""
"Halifax","1951","1954","Sep","lastSun","2:00","0","S",""
"Halifax","1956","1959","Apr","lastSun","2:00","1:00","D",""
"Halifax","1956","1959","Sep","lastSun","2:00","0","S",""
"Halifax","1962","1973","Apr","lastSun","2:00","1:00","D",""
"Halifax","1962","1973","Oct","lastSun","2:00","0","S",""
"Moncton","1933","1935","Jun","Sun>=8","1:00","1:00","D",""
"Moncton","1933","1935","Sep","Sun>=8","1:00","0","S",""
"Moncton","1936","1938","Jun","Sun>=1","1:00","1:00","D",""
"Moncton","1936","1938","Sep","Sun>=1","1:00","0","S",""
"Moncton","1939","1939","May","27","1:00","1:00","D",""
"Moncton","1939","1941","Sep","Sat>=21","1:00","0","S",""
"Moncton","1940","1940","May","19","1:00","1:00","D",""
"Moncton","1941","1941","May","4","1:00","1:00","D",""
"Moncton","1946","1972","Apr","lastSun","2:00","1:00","D",""
"Moncton","1946","1956","Sep","lastSun","2:00","0","S",""
"Moncton","1957","1972","Oct","lastSun","2:00","0","S",""
"Moncton","1993","2006","Apr","Sun>=1","0:01","1:00","D",""
"Moncton","1993","2006","Oct","lastSun","0:01","0","S",""
"Toronto","1919","1919","Mar","30","23:30","1:00","D",""
"Toronto","1919","1919","Oct","26","0:00","0","S",""
"Toronto","1920","1920","May","2","2:00","1:00","D",""
"Toronto","1920","1920","Sep","26","0:00","0","S",""
"Toronto","1921","1921","May","15","2:00","1:00","D",""
"Toronto","1921","1921","Sep","15","2:00","0","S",""
"Toronto","1922","1923","May","Sun>=8","2:00","1:00","D",""
"Toronto","1922","1926","Sep","Sun>=15","2:00","0","S",""
"Toronto","1924","1927","May","Sun>=1","2:00","1:00","D",""
"Toronto","1927","1937","Sep","Sun>=25","2:00","0","S",""
"Toronto","1928","1937","Apr","Sun>=25","2:00","1:00","D",""
"Toronto","1938","1940","Apr","lastSun","2:00","1:00","D",""
"Toronto","1938","1939","Sep","lastSun","2:00","0","S",""
"Toronto","1945","1948","Sep","lastSun","2:00","0","S",""
"Toronto","1946","1973","Apr","lastSun","2:00","1:00","D",""
"Toronto","1949","1950","Nov","lastSun","2:00","0","S",""
"Toronto","1951","1956","Sep","lastSun","2:00","0","S",""
"Toronto","1957","1973","Oct","lastSun","2:00","0","S",""
"Winn","1916","1916","Apr","23","0:00","1:00","D",""
"Winn","1916","1916","Sep","17","0:00","0","S",""
"Winn","1918","1918","Apr","14","2:00","1:00","D",""
"Winn","1918","1918","Oct","27","2:00","0","S",""
"Winn","1937","1937","May","16","2:00","1:00","D",""
"Winn","1937","1937","Sep","26","2:00","0","S",""
"Winn","1942","1942","Feb","9","2:00","1:00","W","War"
"Winn","1945","1945","Aug","14","23:00u","1:00","P","Peace"
"Winn","1945","1945","Sep","lastSun","2:00","0","S",""
"Winn","1946","1946","May","12","2:00","1:00","D",""
"Winn","1946","1946","Oct","13","2:00","0","S",""
"Winn","1947","1949","Apr","lastSun","2:00","1:00","D",""
"Winn","1947","1949","Sep","lastSun","2:00","0","S",""
"Winn","1950","1950","May","1","2:00","1:00","D",""
"Winn","1950","1950","Sep","30","2:00","0","S",""
"Winn","1951","1960","Apr","lastSun","2:00","1:00","D",""
"Winn","1951","1958","Sep","lastSun","2:00","0","S",""
"Winn","1959","1959","Oct","lastSun","2:00","0","S",""
"Winn","1960","1960","Sep","lastSun","2:00","0","S",""
"Winn","1963","1963","Apr","lastSun","2:00","1:00","D",""
"Winn","1963","1963","Sep","22","2:00","0","S",""
"Winn","1966","1986","Apr","lastSun","2:00s","1:00","D",""
"Winn","1966","2005","Oct","lastSun","2:00s","0","S",""
"Winn","1987","2005","Apr","Sun>=1","2:00s","1:00","D",""
"Regina","1918","1918","Apr","14","2:00","1:00","D",""
"Regina","1918","1918","Oct","27","2:00","0","S",""
"Regina","1930","1934","May","Sun>=1","0:00","1:00","D",""
"Regina","1930","1934","Oct","Sun>=1","0:00","0","S",""
"Regina","1937","1941","Apr","Sun>=8","0:00","1:00","D",""
"Regina","1937","1937","Oct","Sun>=8","0:00","0","S",""
"Regina","1938","1938","Oct","Sun>=1","0:00","0","S",""
"Regina","1939","1941","Oct","Sun>=8","0:00","0","S",""
"Regina","1942","1942","Feb","9","2:00","1:00","W","War"
"Regina","1945","1945","Aug","14","23:00u","1:00","P","Peace"
"Regina","1945","1945","Sep","lastSun","2:00","0","S",""
"Regina","1946","1946","Apr","Sun>=8","2:00","1:00","D",""
"Regina","1946","1946","Oct","Sun>=8","2:00","0","S",""
"Regina","1947","1957","Apr","lastSun","2:00","1:00","D",""
"Regina","1947","1957","Sep","lastSun","2:00","0","S",""
"Regina","1959","1959","Apr","lastSun","2:00","1:00","D",""
"Regina","1959","1959","Oct","lastSun","2:00","0","S",""
"Swift","1957","1957","Apr","lastSun","2:00","1:00","D",""
"Swift","1957","1957","Oct","lastSun","2:00","0","S",""
"Swift","1959","1961","Apr","lastSun","2:00","1:00","D",""
"Swift","1959","1959","Oct","lastSun","2:00","0","S",""
"Swift","1960","1961","Sep","lastSun","2:00","0","S",""
"Edm","1918","1919","Apr","Sun>=8","2:00","1:00","D",""
"Edm","1918","1918","Oct","27","2:00","0","S",""
"Edm","1919","1919","May","27","2:00","0","S",""
"Edm","1920","1923","Apr","lastSun","2:00","1:00","D",""
"Edm","1920","1920","Oct","lastSun","2:00","0","S",""
"Edm","1921","1923","Sep","lastSun","2:00","0","S",""
"Edm","1942","1942","Feb","9","2:00","1:00","W","War"
"Edm","1945","1945","Aug","14","23:00u","1:00","P","Peace"
"Edm","1945","1945","Sep","lastSun","2:00","0","S",""
"Edm","1947","1947","Apr","lastSun","2:00","1:00","D",""
"Edm","1947","1947","Sep","lastSun","2:00","0","S",""
"Edm","1972","1986","Apr","lastSun","2:00","1:00","D",""
"Edm","1972","2006","Oct","lastSun","2:00","0","S",""
"Vanc","1918","1918","Apr","14","2:00","1:00","D",""
"Vanc","1918","1918","Oct","27","2:00","0","S",""
"Vanc","1942","1942","Feb","9","2:00","1:00","W","War"
"Vanc","1945","1945","Aug","14","23:00u","1:00","P","Peace"
"Vanc","1945","1945","Sep","30","2:00","0","S",""
"Vanc","1946","1986","Apr","lastSun","2:00","1:00","D",""
"Vanc","1946","1946","Sep","29","2:00","0","S",""
"Vanc","1947","1961","Sep","lastSun","2:00","0","S",""
"Vanc","1962","2006","Oct","lastSun","2:00","0","S",""
"NT_YK","1918","1918","Apr","14","2:00","1:00","D",""
"NT_YK","1918","1918","Oct","27","2:00","0","S",""
"NT_YK","1919","1919","May","25","2:00","1:00","D",""
"NT_YK","1919","1919","Nov","1","0:00","0","S",""
"NT_YK","1942","1942","Feb","9","2:00","1:00","W","War"
"NT_YK","1945","1945","Aug","14","23:00u","1:00","P","Peace"
"NT_YK","1945","1945","Sep","30","2:00","0","S",""
"NT_YK","1972","1986","Apr","lastSun","2:00","1:00","D",""
"NT_YK","1972","2006","Oct","lastSun","2:00","0","S",""
"NT_YK","1987","2006","Apr","Sun>=1","2:00","1:00","D",""
"Yukon","1965","1965","Apr","lastSun","0:00","2:00","DD",""
"Yukon","1965","1965","Oct","lastSun","2:00","0","S",""
"Mexico","1931","1931","May","1","23:00","1:00","D",""
"Mexico","1931","1931","Oct","1","0:00","0","S",""
"Mexico","1939","1939","Feb","5","0:00","1:00","D",""
"Mexico","1939","1939","Jun","25","0:00","0","S",""
"Mexico","1940","1940","Dec","9","0:00","1:00","D",""
"Mexico","1941","1941","Apr","1","0:00","0","S",""
"Mexico","1943","1943","Dec","16","0:00","1:00","W","War"
"Mexico","1944","1944","May","1","0:00","0","S",""
"Mexico","1950","1950","Feb","12","0:00","1:00","D",""
"Mexico","1950","1950","Jul","30","0:00","0","S",""
"Mexico","1996","2000","Apr","Sun>=1","2:00","1:00","D",""
"Mexico","1996","2000","Oct","lastSun","2:00","0","S",""
"Mexico","2001","2001","May","Sun>=1","2:00","1:00","D",""
"Mexico","2001","2001","Sep","lastSun","2:00","0","S",""
"Mexico","2002","2022","Apr","Sun>=1","2:00","1:00","D",""
"Mexico","2002","2022","Oct","lastSun","2:00","0","S",""
"Barb","1942","1942","Apr","19","5:00u","1:00","D",""
"Barb","1942","1942","Aug","31","6:00u","0","S",""
"Barb","1943","1943","May","2","5:00u","1:00","D",""
"Barb","1943","1943","Sep","5","6:00u","0","S",""
"Barb","1944","1944","Apr","10","5:00u","0:30","-",""
"Barb","1944","1944","Sep","10","6:00u","0","S",""
"Barb","1977","1977","Jun","12","2:00","1:00","D",""
"Barb","1977","1978","Oct","Sun>=1","2:00","0","S",""
"Barb","1978","1980","Apr","Sun>=15","2:00","1:00","D",""
"Barb","1979","1979","Sep","30","2:00","0","S",""
"Barb","1980","1980","Sep","25","2:00","0","S",""
"Belize","1918","1941","Oct","Sat>=1","24:00","0:30","-0530",""
"Belize","1919","1942","Feb","Sat>=8","24:00","0","CST",""
"Belize","1942","1942","Jun","27","24:00","1:00","CWT",""
"Belize","1945","1945","Aug","14","23:00u","1:00","CPT",""
"Belize","1945","1945","Dec","15","24:00","0","CST",""
"Belize","1947","1967","Oct","Sat>=1","24:00","0:30","-0530",""
"Belize","1948","1968","Feb","Sat>=8","24:00","0","CST",""
"Belize","1973","1973","Dec","5","0:00","1:00","CDT",""
"Belize","1974","1974","Feb","9","0:00","0","CST",""
"Belize","1982","1982","Dec","18","0:00","1:00","CDT",""
"Belize","1983","1983","Feb","12","0:00","0","CST",""
"Bermuda","1917","1917","Apr","5","24:00","1:00","-",""
"Bermuda","1917","1917","Sep","30","24:00","0","-",""
"Bermuda","1918","1918","Apr","13","24:00","1:00","-",""
"Bermuda","1918","1918","Sep","15","24:00","0","S",""
"Bermuda","1942","1942","Jan","11","2:00","1:00","D",""
"Bermuda","1942","1942","Oct","18","2:00","0","S",""
"Bermuda","1943","1943","Mar","21","2:00","1:00","D",""
"Bermuda","1943","1943","Oct","31","2:00","0","S",""
"Bermuda","1944","1945","Mar","Sun>=8","2:00","1:00","D",""
"Bermuda","1944","1945","Nov","Sun>=1","2:00","0","S",""
"Bermuda","1947","1947","May","Sun>=15","2:00","1:00","D",""
"Bermuda","1947","1947","Sep","Sun>=8","2:00","0","S",""
"Bermuda","1948","1952","May","Sun>=22","2:00","1:00","D",""
"Bermuda","1948","1952","Sep","Sun>=1","2:00","0","S",""
"Bermuda","1956","1956","May","Sun>=22","2:00","1:00","D",""
"Bermuda","1956","1956","Oct","lastSun","2:00","0","S",""
"CR","1979","1980","Feb","lastSun","0:00","1:00","D",""
"CR","1979","1980","Jun","Sun>=1","0:00","0","S",""
"CR","1991","1992","Jan","Sat>=15","0:00","1:00","D",""
"CR","1991","1991","Jul","1","0:00","0","S",""
"CR","1992","1992","Mar","15","0:00","0","S",""
"Cuba","1928","1928","Jun","10","0:00","1:00","D",""
"Cuba","1928","1928","Oct","10","0:00","0","S",""
"Cuba","1940","1942","Jun","Sun>=1","0:00","1:00","D",""
"Cuba","1940","1942","Sep","Sun>=1","0:00","0","S",""
"Cuba","1945","1946","Jun","Sun>=1","0:00","1:00","D",""
"Cuba","1945","1946","Sep","Sun>=1","0:00","0","S",""
"Cuba","1965","1965","Jun","1","0:00","1:00","D",""
"Cuba","1965","1965","Sep","30","0:00","0","S",""
"Cuba","1966","1966","May","29","0:00","1:00","D",""
"Cuba","1966","1966","Oct","2","0:00","0","S",""
"Cuba","1967","1967","Apr","8","0:00","1:00","D",""
"Cuba","1967","1968","Sep","Sun>=8","0:00","0","S",""
"Cuba","1968","1968","Apr","14","0:00","1:00","D",""
"Cuba","1969","1977","Apr","lastSun","0:00","1:00","D",""
"Cuba","1969","1971","Oct","lastSun","0:00","0","S",""
"Cuba","1972","1974","Oct","8","0:00","0","S",""
"Cuba","1975","1977","Oct","lastSun","0:00","0","S",""
"Cuba","1978","1978","May","7","0:00","1:00","D",""
"Cuba","1978","1990","Oct","Sun>=8","0:00","0","S",""
"Cuba","1979","1980","Mar","Sun>=15","0:00","1:00","D",""
"Cuba","1981","1985","May","Sun>=5","0:00","1:00","D",""
"Cuba","1986","1989","Mar","Sun>=14","0:00","1:00","D",""
"Cuba","1990","1997","Apr","Sun>=1","0:00","1:00","D",""
"Cuba","1991","1995","Oct","Sun>=8","0:00s","0","S",""
"Cuba","1996","1996","Oct","6","0:00s","0","S",""
"Cuba","1997","1997","Oct","12","0:00s","0","S",""
"Cuba","1998","1999","Mar","lastSun","0:00s","1:00","D",""
"Cuba","1998","2003","Oct","lastSun","0:00s","0","S",""
"Cuba","2000","2003","Apr","Sun>=1","0:00s","1:00","D",""
"Cuba","2004","2004","Mar","lastSun","0:00s","1:00","D",""
"Cuba","2006","2010","Oct","lastSun","0:00s","0","S",""
"Cuba","2007","2007","Mar","Sun>=8","0:00s","1:00","D",""
"Cuba","2008","2008","Mar","Sun>=15","0:00s","1:00","D",""
"Cuba","2009","2010","Mar","Sun>=8","0:00s","1:00","D",""
"Cuba","2011","2011","Mar","Sun>=15","0:00s","1:00","D",""
"Cuba","2011","2011","Nov","13","0:00s","0","S",""
"Cuba","2012","2012","Apr","1","0:00s","1:00","D",""
"Cuba","2012","","Nov","Sun>=1","0:00s","0","S",""
"Cuba","2013","","Mar","Sun>=8","0:00s","1:00","D",""
"DR","1966","1966","Oct","30","0:00","1:00","EDT",""
"DR","1967","1967","Feb","28","0:00","0","EST",""
"DR","1969","1973","Oct","lastSun","0:00","0:30","-0430",""
"DR","1970","1970","Feb","21","0:00","0","EST",""
"DR","1971","1971","Jan","20","0:00","0","EST",""
"DR","1972","1974","Jan","21","0:00","0","EST",""
"Salv","1987","1988","May","Sun>=1","0:00","1:00","D",""
"Salv","1987","1988","Sep","lastSun","0:00","0","S",""
"Guat","1973","1973","Nov","25","0:00","1:00","D",""
"Guat","1974","1974","Feb","24","0:00","0","S",""
"Guat","1983","1983","May","21","0:00","1:00","D",""
"Guat","1983","1983","Sep","22","0:00","0","S",""
"Guat","1991","1991","Mar","23","0:00","1:00","D",""
"Guat","1991","1991","Sep","7","0:00","0","S",""
"Guat","2006","2006","Apr","30","0:00","1:00","D",""
"Guat","2006","2006","Oct","1","0:00","0","S",""
"Haiti","1983","1983","May","8","0:00","1:00","D",""
"Haiti","1984","1987","Apr","lastSun","0:00","1:00","D",""
"Haiti","1983","1987","Oct","lastSun","0:00","0","S",""
"Haiti","1988","1997","Apr","Sun>=1","1:00s","1:00","D",""
"Haiti","1988","1997","Oct","lastSun","1:00s","0","S",""
"Haiti","2005","2006","Apr","Sun>=1","0:00","1:00","D",""
"Haiti","2005","2006","Oct","lastSun","0:00","0","S",""
"Haiti","2012","2015","Mar","Sun>=8","2:00","1:00","D",""
"Haiti","2012","2015","Nov","Sun>=1","2:00","0","S",""
"Haiti","2017","","Mar","Sun>=8","2:00","1:00","D",""
"Haiti","2017","","Nov","Sun>=1","2:00","0","S",""
"Hond","1987","1988","May","Sun>=1","0:00","1:00","D",""
"Hond","1987","1988","Sep","lastSun","0:00","0","S",""
"Hond","2006","2006","May","Sun>=1","0:00","1:00","D",""
"Hond","2006","2006","Aug","Mon>=1","0:00","0","S",""
"Nic","1979","1980","Mar","Sun>=16","0:00","1:00","D",""
"Nic","1979","1980","Jun","Mon>=23","0:00","0","S",""
"Nic","2005","2005","Apr","10","0:00","1:00","D",""
"Nic","2005","2005","Oct","Sun>=1","0:00","0","S",""
"Nic","2006","2006","Apr","30","2:00","1:00","D",""
"Nic","2006","2006","Oct","Sun>=1","1:00","0","S",""
"Arg","1930","1930","Dec","1","0:00","1:00","-",""
"Arg","1931","1931","Apr","1","0:00","0","-",""
"Arg","1931","1931","Oct","15","0:00","1:00","-",""
"Arg","1932","1940","Mar","1","0:00","0","-",""
"Arg","1932","1939","Nov","1","0:00","1:00","-",""
"Arg","1940","1940","Jul","1","0:00","1:00","-",""
"Arg","1941","1941","Jun","15","0:00","0","-",""
"Arg","1941","1941","Oct","15","0:00","1:00","-",""
"Arg","1943","1943","Aug","1","0:00","0","-",""
"Arg","1943","1943","Oct","15","0:00","1:00","-",""
"Arg","1946","1946","Mar","1","0:00","0","-",""
"Arg","1946","1946","Oct","1","0:00","1:00","-",""
"Arg","1963","1963","Oct","1","0:00","0","-",""
"Arg","1963","1963","Dec","15","0:00","1:00","-",""
"Arg","1964","1966","Mar","1","0:00","0","-",""
"Arg","1964","1966","Oct","15","0:00","1:00","-",""
"Arg","1967","1967","Apr","2","0:00","0","-",""
"Arg","1967","1968","Oct","Sun>=1","0:00","1:00","-",""
"Arg","1968","1969","Apr","Sun>=1","0:00","0","-",""
"Arg","1974","1974","Jan","23","0:00","1:00","-",""
"Arg","1974","1974","May","1","0:00","0","-",""
"Arg","1988","1988","Dec","1","0:00","1:00","-",""
"Arg","1989","1993","Mar","Sun>=1","0:00","0","-",""
"Arg","1989","1992","Oct","Sun>=15","0:00","1:00","-",""
"Arg","1999","1999","Oct","Sun>=1","0:00","1:00","-",""
"Arg","2000","2000","Mar","3","0:00","0","-",""
"Arg","2007","2007","Dec","30","0:00","1:00","-",""
"Arg","2008","2009","Mar","Sun>=15","0:00","0","-",""
"Arg","2008","2008","Oct","Sun>=15","0:00","1:00","-",""
"SanLuis","2008","2009","Mar","Sun>=8","0:00","0","-",""
"SanLuis","2007","2008","Oct","Sun>=8","0:00","1:00","-",""
"Brazil","1931","1931","Oct","3","11:00","1:00","-",""
"Brazil","1932","1933","Apr","1","0:00","0","-",""
"Brazil","1932","1932","Oct","3","0:00","1:00","-",""
"Brazil","1949","1952","Dec","1","0:00","1:00","-",""
"Brazil","1950","1950","Apr","16","1:00","0","-",""
"Brazil","1951","1952","Apr","1","0:00","0","-",""
"Brazil","1953","1953","Mar","1","0:00","0","-",""
"Brazil","1963","1963","Dec","9","0:00","1:00","-",""
"Brazil","1964","1964","Mar","1","0:00","0","-",""
"Brazil","1965","1965","Jan","31","0:00","1:00","-",""
"Brazil","1965","1965","Mar","31","0:00","0","-",""
"Brazil","1965","1965","Dec","1","0:00","1:00","-",""
"Brazil","1966","1968","Mar","1","0:00","0","-",""
"Brazil","1966","1967","Nov","1","0:00","1:00","-",""
"Brazil","1985","1985","Nov","2","0:00","1:00","-",""
"Brazil","1986","1986","Mar","15","0:00","0","-",""
"Brazil","1986","1986","Oct","25","0:00","1:00","-",""
"Brazil","1987","1987","Feb","14","0:00","0","-",""
"Brazil","1987","1987","Oct","25","0:00","1:00","-",""
"Brazil","1988","1988","Feb","7","0:00","0","-",""
"Brazil","1988","1988","Oct","16","0:00","1:00","-",""
"Brazil","1989","1989","Jan","29","0:00","0","-",""
"Brazil","1989","1989","Oct","15","0:00","1:00","-",""
"Brazil","1990","1990","Feb","11","0:00","0","-",""
"Brazil","1990","1990","Oct","21","0:00","1:00","-",""
"Brazil","1991","1991","Feb","17","0:00","0","-",""
"Brazil","1991","1991","Oct","20","0:00","1:00","-",""
"Brazil","1992","1992","Feb","9","0:00","0","-",""
"Brazil","1992","1992","Oct","25","0:00","1:00","-",""
"Brazil","1993","1993","Jan","31","0:00","0","-",""
"Brazil","1993","1995","Oct","Sun>=11","0:00","1:00","-",""
"Brazil","1994","1995","Feb","Sun>=15","0:00","0","-",""
"Brazil","1996","1996","Feb","11","0:00","0","-",""
"Brazil","1996","1996","Oct","6","0:00","1:00","-",""
"Brazil","1997","1997","Feb","16","0:00","0","-",""
"Brazil","1997","1997","Oct","6","0:00","1:00","-",""
"Brazil","1998","1998","Mar","1","0:00","0","-",""
"Brazil","1998","1998","Oct","11","0:00","1:00","-",""
"Brazil","1999","1999","Feb","21","0:00","0","-",""
"Brazil","1999","1999","Oct","3","0:00","1:00","-",""
"Brazil","2000","2000","Feb","27","0:00","0","-",""
"Brazil","2000","2001","Oct","Sun>=8","0:00","1:00","-",""
"Brazil","2001","2006","Feb","Sun>=15","0:00","0","-",""
"Brazil","2002","2002","Nov","3","0:00","1:00","-",""
"Brazil","2003","2003","Oct","19","0:00","1:00","-",""
"Brazil","2004","2004","Nov","2","0:00","1:00","-",""
"Brazil","2005","2005","Oct","16","0:00","1:00","-",""
"Brazil","2006","2006","Nov","5","0:00","1:00","-",""
"Brazil","2007","2007","Feb","25","0:00","0","-",""
"Brazil","2007","2007","Oct","Sun>=8","0:00","1:00","-",""
"Brazil","2008","2017","Oct","Sun>=15","0:00","1:00","-",""
"Brazil","2008","2011","Feb","Sun>=15","0:00","0","-",""
"Brazil","2012","2012","Feb","Sun>=22","0:00","0","-",""
"Brazil","2013","2014","Feb","Sun>=15","0:00","0","-",""
"Brazil","2015","2015","Feb","Sun>=22","0:00","0","-",""
"Brazil","2016","2019","Feb","Sun>=15","0:00","0","-",""
"Brazil","2018","2018","Nov","Sun>=1","0:00","1:00","-",""
"Chile","1927","1931","Sep","1","0:00","1:00","-",""
"Chile","1928","1932","Apr","1","0:00","0","-",""
"Chile","1968","1968","Nov","3","4:00u","1:00","-",""
"Chile","1969","1969","Mar","30","3:00u","0","-",""
"Chile","1969","1969","Nov","23","4:00u","1:00","-",""
"Chile","1970","1970","Mar","29","3:00u","0","-",""
"Chile","1971","1971","Mar","14","3:00u","0","-",""
"Chile","1970","1972","Oct","Sun>=9","4:00u","1:00","-",""
"Chile","1972","1986","Mar","Sun>=9","3:00u","0","-",""
"Chile","1973","1973","Sep","30","4:00u","1:00","-",""
"Chile","1974","1987","Oct","Sun>=9","4:00u","1:00","-",""
"Chile","1987","1987","Apr","12","3:00u","0","-",""
"Chile","1988","1990","Mar","Sun>=9","3:00u","0","-",""
"Chile","1988","1989","Oct","Sun>=9","4:00u","1:00","-",""
"Chile","1990","1990","Sep","16","4:00u","1:00","-",""
"Chile","1991","1996","Mar","Sun>=9","3:00u","0","-",""
"Chile","1991","1997","Oct","Sun>=9","4:00u","1:00","-",""
"Chile","1997","1997","Mar","30","3:00u","0","-",""
"Chile","1998","1998","Mar","Sun>=9","3:00u","0","-",""
"Chile","1998","1998","Sep","27","4:00u","1:00","-",""
"Chile","1999","1999","Apr","4","3:00u","0","-",""
"Chile","1999","2010","Oct","Sun>=9","4:00u","1:00","-",""
"Chile","2000","2007","Mar","Sun>=9","3:00u","0","-",""
"Chile","2008","2008","Mar","30","3:00u","0","-",""
"Chile","2009","2009","Mar","Sun>=9","3:00u","0","-",""
"Chile","2010","2010","Apr","Sun>=1","3:00u","0","-",""
"Chile","2011","2011","May","Sun>=2","3:00u","0","-",""
"Chile","2011","2011","Aug","Sun>=16","4:00u","1:00","-",""
"Chile","2012","2014","Apr","Sun>=23","3:00u","0","-",""
"Chile","2012","2014","Sep","Sun>=2","4:00u","1:00","-",""
"Chile","2016","2018","May","Sun>=9","3:00u","0","-",""
"Chile","2016","2018","Aug","Sun>=9","4:00u","1:00","-",""
"Chile","2019","","Apr","Sun>=2","3:00u","0","-",""
"Chile","2019","2021","Sep","Sun>=2","4:00u","1:00","-",""
"Chile","2022","2022","Sep","Sun>=9","4:00u","1:00","-",""
"Chile","2023","","Sep","Sun>=2","4:00u","1:00","-",""
"CO","1992","1992","May","3","0:00","1:00","-",""
"CO","1993","1993","Feb","6","24:00","0","-",""
"Ecuador","1992","1992","Nov","28","0:00","1:00","-",""
"Ecuador","1993","1993","Feb","5","0:00","0","-",""
"Falk","1937","1938","Sep","lastSun","0:00","1:00","-",""
"Falk","1938","1942","Mar","Sun>=19","0:00","0","-",""
"Falk","1939","1939","Oct","1","0:00","1:00","-",""
"Falk","1940","1942","Sep","lastSun","0:00","1:00","-",""
"Falk","1943","1943","Jan","1","0:00","0","-",""
"Falk","1983","1983","Sep","lastSun","0:00","1:00","-",""
"Falk","1984","1985","Apr","lastSun","0:00","0","-",""
"Falk","1984","1984","Sep","16","0:00","1:00","-",""
"Falk","1985","2000","Sep","Sun>=9","0:00","1:00","-",""
"Falk","1986","2000","Apr","Sun>=16","0:00","0","-",""
"Falk","2001","2010","Apr","Sun>=15","2:00","0","-",""
"Falk","2001","2010","Sep","Sun>=1","2:00","1:00","-",""
"Para","1975","1988","Oct","1","0:00","1:00","-",""
"Para","1975","1978","Mar","1","0:00","0","-",""
"Para","1979","1991","Apr","1","0:00","0","-",""
"Para","1989","1989","Oct","22","0:00","1:00","-",""
"Para","1990","1990","Oct","1","0:00","1:00","-",""
"Para","1991","1991","Oct","6","0:00","1:00","-",""
"Para","1992","1992","Mar","1","0:00","0","-",""
"Para","1992","1992","Oct","5","0:00","1:00","-",""
"Para","1993","1993","Mar","31","0:00","0","-",""
"Para","1993","1995","Oct","1","0:00","1:00","-",""
"Para","1994","1995","Feb","lastSun","0:00","0","-",""
"Para","1996","1996","Mar","1","0:00","0","-",""
"Para","1996","2001","Oct","Sun>=1","0:00","1:00","-",""
"Para","1997","1997","Feb","lastSun","0:00","0","-",""
"Para","1998","2001","Mar","Sun>=1","0:00","0","-",""
"Para","2002","2004","Apr","Sun>=1","0:00","0","-",""
"Para","2002","2003","Sep","Sun>=1","0:00","1:00","-",""
"Para","2004","2009","Oct","Sun>=15","0:00","1:00","-",""
"Para","2005","2009","Mar","Sun>=8","0:00","0","-",""
"Para","2010","","Oct","Sun>=1","0:00","1:00","-",""
"Para","2010","2012","Apr","Sun>=8","0:00","0","-",""
"Para","2013","","Mar","Sun>=22","0:00","0","-",""
"Peru","1938","1938","Jan","1","0:00","1:00","-",""
"Peru","1938","1938","Apr","1","0:00","0","-",""
"Peru","1938","1939","Sep","lastSun","0:00","1:00","-",""
"Peru","1939","1940","Mar","Sun>=24","0:00","0","-",""
"Peru","1986","1987","Jan","1","0:00","1:00","-",""
"Peru","1986","1987","Apr","1","0:00","0","-",""
"Peru","1990","1990","Jan","1","0:00","1:00","-",""
"Peru","1990","1990","Apr","1","0:00","0","-",""
"Peru","1994","1994","Jan","1","0:00","1:00","-",""
"Peru","1994","1994","Apr","1","0:00","0","-",""
"Uruguay","1923","1925","Oct","1","0:00","0:30","-",""
"Uruguay","1924","1926","Apr","1","0:00","0","-",""
